지점,지점명,일시,최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),합계 일조시간(hr),일조율(%)
140,군산,2023-07,33.8,19.6,1005.2,86,870.3,2.2,7,150.4,33.82
140,군산,2023-08,35.6,19.9,1002.9,82,178.8,1.9,5.7,225.4,53.78
140,군산,2023-09,32.3,14.6,1010.2,81,199.3,1.7,6,166.2,44.58
140,군산,2023-10,24.9,5.4,1016.5,74,20.5,1.9,4.1,229.8,65.62
140,군산,2023-11,25.6,-3.4,1019.4,72,80.2,2.8,4.7,163.4,52.9
140,군산,2023-12,20.5,-12.6,1022,78,139,2.1,5.7,102.9,33.98
140,군산,2024-01,11.9,-9.2,1022.7,74,57.4,2.1,4.6,151,48.55
140,군산,2024-02,17.1,-4.1,1021.2,79,138.9,2,6.1,113.7,36.05
140,군산,2024-03,19.6,-7,1016.2,72,54.7,2.8,4.3,203.5,54.75
140,군산,2024-04,27.5,3.9,1011.2,76,53.4,1.8,5.4,191.7,48.69
140,군산,2024-05,26.1,8.3,1011.1,76,108.3,2.5,4.1,260.4,59.6
140,군산,2024-06,35.1,12.7,1005.7,77,73.7,2.4,5.1,239.4,54.77
140,군산,2024-07,35,21.2,1004.5,85,606.5,2.6,6.6,127.8,28.77
140,군산,2024-08,35.6,21.8,1004.7,81,19,2,4.1,240.8,57.57
140,군산,2024-09,35.5,16.5,1010.1,78,188.6,1.7,4.9,204.5,54.99
140,군산,2024-10,25.7,6.5,1017.1,81,111.6,1.6,5.3,152.7,43.72
140,군산,2024-11,23.3,-.4,1019.5,70,48.1,2.4,4.4,172.6,55.95
140,군산,2024-12,16.6,-6.7,1021.4,70,17.3,2.2,5.6,144.8,47.87
140,군산,2025-01,11.7,-13.7,1021.8,73,35.1,2.3,4.5,171.3,54.99
140,군산,2025-02,15.5,-10.7,1022.5,68,17.9,3,4.3,191.1,62.66
140,군산,2025-03,28.3,-3,1016.2,66,41.7,3.2,4.7,214.8,57.82
143,대구,2023-04,29.6,4.4,1008.6,55,30.8,2.6,4.3,224.8,57.2
143,대구,2023-05,33.6,5.7,1007.1,63,200,2.1,5.6,217.2,49.82
143,대구,2023-06,34.2,13.8,1000.9,66,178.7,2.2,6.4,219.6,50.26
143,대구,2023-07,35.5,18,1002,78,298.7,1.6,7,138.4,31.14
143,대구,2023-08,37.7,21.2,999.4,76,312.8,2.1,6,189.4,45.22
143,대구,2023-09,32.8,15.3,1006.7,77,123.6,1.9,6.3,155.1,44.58
143,대구,2023-10,24.8,5.3,1012.2,66,5.7,1.7,3.6,235.6,67.28
143,대구,2023-11,27.3,-2.4,1014.5,57,31.6,2.6,3,211.3,68.38
143,대구,2023-12,20,-9.7,1017.6,62,89.9,2.3,3.7,189.8,62.64
143,대구,2024-01,15.4,-8.8,1017.6,58,21.4,2.5,3.5,209.2,67.25
143,대구,2024-02,19.2,-2.8,1017.6,71,56.8,2.3,6.1,110.2,34.9
143,대구,2024-03,24.1,-5.5,1011.4,55,70.9,2.6,4.5,211.3,56.85
143,대구,2024-04,30.5,4.7,1007.5,62,60.6,2.2,5.9,184.8,46.92
143,대구,2024-05,32.5,6.6,1006.6,57,59.8,2.4,4.2,281.2,64.39
143,대구,2024-06,36.8,12.5,1001.4,61,98.3,1.9,5.9,233.7,53.47
143,대구,2024-07,36.3,21.7,1001,75,372.2,2,6.9,151.8,34.2
143,대구,2024-08,37.2,23,1001.1,70,118.3,2.3,4.7,250.3,59.88
143,대구,2024-09,36.1,13.6,1007,75,151.5,1.9,5.9,163.9,44.06
143,대구,2024-10,28.2,7.6,1013.4,76,94.9,1.7,5.9,148.1,42.4
143,대구,2024-11,23,-.5,1015.1,69,50.4,1.9,4.2,172.8,56.01
143,대구,2024-12,18.6,-5.2,1015.7,50,1.3,2.8,3.1,222,73.29
143,대구,2025-01,12.6,-10.7,1016.6,53,4.3,2.5,3,215.1,69.03
143,대구,2025-02,18.6,-9.3,1016.4,46,12.7,3.3,2.5,236.9,77.65
143,대구,2025-03,27.9,-1,1011.4,51,25.4,2.7,4.8,216.2,58.23
146,전주,2023-04,27.5,1,1007.9,60,45,1.8,5.1,201.8,51.36
146,전주,2023-05,32,5.6,1006,65,240.7,1.6,5.9,214.7,49.25
146,전주,2023-06,35.4,15.6,1000.4,70,169.9,1.6,6.2,225,51.52
146,전주,2023-07,35.4,20.4,1000.8,81,735,1.4,7.5,155.1,34.9
146,전주,2023-08,35.5,19.8,998.5,77,274.8,1.4,6,200.2,47.83
146,전주,2023-09,33,15,1005.5,78,203.4,1.2,6.5,173.8,46.61
146,전주,2023-10,25.7,5.8,1011.9,69,18.2,1.4,4,240.2,68.57
146,전주,2023-11,27.1,-4,1014.7,68,92.2,1.9,4.8,171.4,57.38
146,전주,2023-12,20.5,-10.5,1017.2,73,144,1.6,5.7,140.1,46.21
146,전주,2024-01,13.3,-8.7,1017.8,70,54.6,1.6,5.1,162.3,52.15
146,전주,2024-02,19.6,-2.7,1016.4,75,113.4,1.6,6.4,116.5,36.88
146,전주,2024-03,22.3,-6.4,1011.4,64,79.6,2,4.8,209.6,56.37
146,전주,2024-04,29,5.3,1006.5,69,53.4,1.4,5.8,198.2,50.33
146,전주,2024-05,29.6,8.4,1006.4,66,113.7,1.7,4.1,288,66.01
146,전주,2024-06,36.5,13.9,1001.2,66,101.9,1.6,5.5,248.7,56.92
146,전주,2024-07,34.8,22,1000.2,78,398.3,1.8,7.2,152.4,34.34
146,전주,2024-08,35.9,22.9,1000.2,77,129.1,1.4,4.3,253.1,60.55
146,전주,2024-09,35.5,16.5,1005.6,75,185,1.2,5.1,200.8,53.96
146,전주,2024-10,26.9,7.2,1012.5,78,80.2,1.2,5.4,169.1,48.41
146,전주,2024-11,24.5,-.4,1014.7,68,34.4,1.6,4.5,177,57.32
146,전주,2024-12,17.3,-6.5,1016.6,69,14.3,1.5,5.2,154.9,52.76
146,전주,2025-01,13.1,-11.8,1017,70,37,1.6,4.4,179.3,57.52
146,전주,2025-02,17.3,-10.4,1017.6,63,23.5,1.9,3.7,210.2,68.87
146,전주,2025-03,29.6,-2.5,1011.4,59,35.1,2.1,4.8,221.1,59.55
152,울산,2023-04,27.1,3.8,1004.9,60,57.7,2.6,4.2,225,57.3
152,울산,2023-05,30.7,6.7,1003.8,69,195.2,2.1,6,200,45.95
152,울산,2023-06,31.3,12.8,997.7,74,141.4,1.8,6.3,204.7,46.95
152,울산,2023-07,33.2,18.6,999,80,266.9,1.8,6.6,166.9,37.64
152,울산,2023-08,34.9,21.5,996.4,80,403.3,2.1,5.8,196.2,46.9
152,울산,2023-09,30.2,15.3,1003.2,80,276.7,1.9,6.6,142.9,38.35
152,울산,2023-10,24.9,6.3,1008.1,62,4.3,1.9,3.5,229.8,65.53
152,울산,2023-11,27.6,-2.6,1010,53,33.1,2.3,2.6,209.2,67.53
152,울산,2023-12,19.7,-8.2,1013,56,126.7,2.5,3.6,191.4,62.84
152,울산,2024-01,14.8,-8.6,1013,55,42.3,2.5,3.3,197.5,63.34
152,울산,2024-02,22,-1.3,1013.6,71,105.4,2.6,6.3,100.9,31.91
152,울산,2024-03,23.1,-5.4,1007.4,56,80.2,2.7,4.4,215.1,57.87
152,울산,2024-04,26.3,4.7,1004.1,69,99.1,1.9,5.8,186.8,47.48
152,울산,2024-05,28.9,6.1,1003.2,64,69.3,2.2,4.2,273.1,62.67
152,울산,2024-06,33.2,11.8,998.2,71,124.6,1.5,6.1,209,47.92
152,울산,2024-07,35.3,20.1,997.9,78,209.2,2.3,6.3,193.6,43.69
152,울산,2024-08,35.9,22.1,997.8,76,89.1,2.1,4.1,272,65.15
152,울산,2024-09,33.4,16.3,1003.6,80,237,1.9,5.8,167.7,45.1
152,울산,2024-10,29.1,9.8,1009.4,76,174.3,2.1,6.5,121.7,34.78
152,울산,2024-11,22.9,2,1010.9,65,67.5,2.1,4.3,152.6,49.31
152,울산,2024-12,18.4,-4,1011,45,0,2.5,2.6,236,77.53
152,울산,2025-01,13.2,-11.2,1012.1,47,6.4,2.4,2.5,223.5,71.57
152,울산,2025-02,19.4,-9.6,1011.6,39,16.1,2.7,2.4,231.7,75.87
152,울산,2025-03,25.6,-1.3,1007.7,57,71.7,2.6,5,205.6,55.34
155,창원,2023-04,26.6,2.9,1010.8,59,116.3,1.6,4.6,217,55.34
155,창원,2023-05,27.4,8.8,1009.4,70,299.4,1.4,5.8,203.9,46.93
155,창원,2023-06,32.1,14.5,1003.5,75,209.1,1.4,6.2,216.9,51.66
155,창원,2023-07,35.8,19.2,1004.6,83,471.7,1.3,7.3,142.1,32.11
155,창원,2023-08,35.8,22.2,1001.4,76,506.8,1.5,5.5,228.3,54.66
155,창원,2023-09,32,16.1,1008.4,76,268.7,1.1,6,170.6,45.81
155,창원,2023-10,25.7,7.6,1014,60,4,1.2,3.5,229.7,65.46
155,창원,2023-11,26.6,-2,1016.4,55,51.2,1.5,2.7,204.8,65.98
155,창원,2023-12,20.3,-9.9,1019.3,57,83.7,1.3,3.7,199,65.2
155,창원,2024-01,14.3,-8.7,1019.2,54,34.1,1.4,3.1,203.1,64.93
155,창원,2024-02,20.7,-1.8,1019.1,66,160.2,1.5,6,117.3,37.05
155,창원,2024-03,22,-6.5,1013.4,57,117.2,1.8,4.5,207.9,55.92
155,창원,2024-04,27.3,7,1009.5,69,149.7,1.5,5.9,171.6,43.65
155,창원,2024-05,31.2,8.3,1009,64,169.1,1.9,4.3,273.9,62.97
155,창원,2024-06,34.1,14.7,1004.1,73,177.7,1.6,6.2,207.7,47.8
155,창원,2024-07,37.3,21,1003.9,85,227,2,7.2,152.1,34.4
155,창원,2024-08,37,23.6,1003.1,77,133.4,1.8,3.9,276.6,66.33
155,창원,2024-09,35.6,17.6,1008.8,76,541,1.7,4.9,199.9,53.79
155,창원,2024-10,29,10.9,1014.9,74,200.4,1.7,5.9,153,43.7
155,창원,2024-11,23.5,1.4,1016.9,65,107,1.6,3.9,175.2,56.53
155,창원,2024-12,19.4,-2.7,1017.7,48,0,1.8,2.7,229.2,75.15
155,창원,2025-01,12.7,-10.9,1018.7,51,4.8,1.7,2.3,223.9,71.44
155,창원,2025-02,17.1,-8.2,1018.5,44,24.8,2,2.7,214.1,69.94
155,창원,2025-03,24.4,0,1013.8,57,39.9,2.1,5,199.1,53.59
156,광주,2023-04,28.4,2.8,1007,64,66.5,1.4,4.8,196,49.96
156,광주,2023-05,32,7.4,1005,74,190.1,1.2,5.9,194.5,44.77
156,광주,2023-06,34,16,999.6,80,441.2,1.1,6.2,210,48.34
156,광주,2023-07,34.7,21.3,1000.2,94,684.6,1.3,7.7,119.2,26.94
156,광주,2023-08,35.7,19.8,997.5,90,341.2,1,5.5,212.9,50.98
156,광주,2023-09,32.8,15.1,1004.5,88,152.5,1,6.1,159.9,42.93
156,광주,2023-10,24.7,7.3,1010.9,76,11.5,.9,4,231.7,66.05
156,광주,2023-11,27,-1.8,1013.7,75,71.9,1.3,4.8,154,53.03
156,광주,2023-12,20.3,-9.6,1016.1,83,80.2,1.2,6,125.6,41.17
156,광주,2024-01,16.1,-7,1016.5,75,31.1,1.2,5.3,159.3,50.91
156,광주,2024-02,19,-2.5,1015.1,83,111.3,1.3,6.4,115.3,36.4
156,광주,2024-03,23.5,-5.4,1010.3,71,79.5,1.5,4.6,195,54.12
156,광주,2024-04,29.5,7.1,1005.3,76,79.6,1.2,5.9,180.8,47.6
156,광주,2024-05,31,9.5,1005.5,73,102,1.4,4,271.3,64.5
156,광주,2024-06,37.2,14.6,1000.3,77,149.1,1.3,6.1,219.2,50.45
156,광주,2024-07,34.2,22.2,999.7,87,250.4,1.9,7.4,130.5,31.58
156,광주,2024-08,35.8,21.9,999.3,76,132.1,1.3,4.3,247,59.22
156,광주,2024-09,35.8,16,1004.5,75,181.4,1.1,5,187.1,50.32
156,광주,2024-10,27.3,8.7,1011.2,75,98.2,1.2,5.8,156.1,44.59
156,광주,2024-11,23.4,1.6,1013.6,68,66.5,1.3,4.8,167.7,54.1
156,광주,2024-12,17.7,-4.6,1015.4,67,9.8,1.2,5.1,158.4,53.66
156,광주,2025-01,13.3,-10.1,1015.9,68,19,1.2,4.2,191,60.94
156,광주,2025-02,16.3,-9,1016.4,65,25.7,1.5,4.7,180.6,59.04
156,광주,2025-03,28.3,-1,1010.4,60,34.2,1.7,4.9,191.1,55.02
159,부산,2023-04,25.1,4.9,1005.8,67,101.6,3.8,4.6,216.4,55.18
159,부산,2023-05,25.3,9.1,1004.8,73,290.7,3,6,194.5,46.31
159,부산,2023-06,28.9,16.2,999.8,72,153.9,3.2,6.3,199.7,45.99
159,부산,2023-07,33.1,20.4,1001,81,701.7,3.5,7,143.5,32.44
159,부산,2023-08,35.2,23.5,997.6,73,299.9,3.1,5.6,213.1,51.05
159,부산,2023-09,31.7,16.6,1004.2,71,322.7,2.7,6,150.9,40.51
159,부산,2023-10,26.5,8.8,1009.3,52,4.2,2.8,3.5,237.4,67.64
159,부산,2023-11,25.7,-.9,1011.5,49,28.5,3.5,2.8,216.9,69.81
159,부산,2023-12,20.7,-8.1,1014.4,52,102.8,3.2,3.8,195.9,64.19
159,부산,2024-01,14.9,-7.3,1014.1,53,40.6,3.2,3.3,214.3,68.49
159,부산,2024-02,19.8,.6,1014.3,68,137.1,3.5,6.1,111.5,35.17
159,부산,2024-03,21.6,-5,1008.7,57,102,3.7,4.5,214.2,57.61
159,부산,2024-04,24,8.2,1005.1,68,166.8,2.7,5.7,183.6,46.71
159,부산,2024-05,28.7,9.6,1004.6,65,148.4,3.5,4.3,267.2,61.47
159,부산,2024-06,32.1,14.9,999.7,74,173.7,3,6.4,192.3,44.28
159,부산,2024-07,32.9,20.8,999.7,86,362.4,4.4,6.9,163,36.87
159,부산,2024-08,34.9,24.7,998.5,75,86.5,3.2,4.3,269.6,64.7
159,부산,2024-09,34.7,18.9,1004.5,75,420.3,2.8,4.9,195.5,52.6
159,부산,2024-10,28.7,10.8,1010.6,71,208.8,3.1,6.4,136.3,38.93
159,부산,2024-11,24.4,3.5,1012.4,60,99.1,3.2,3.7,176.9,57.03
159,부산,2024-12,18.8,-2.5,1013,43,0,3.4,2.4,244.1,80.03
159,부산,2025-01,14.2,-10.1,1014,45,7.6,3.4,2.3,243.3,77.58
159,부산,2025-02,15.4,-8.2,1013.6,41,32,3.6,2.7,232.4,75.97
159,부산,2025-03,22.2,.3,1009.4,58,52,3.7,5.1,201.9,54.35
162,통영,2023-04,24.3,5,1011.6,66,104,2.8,4.6,195.5,49.87
162,통영,2023-05,25.3,8.5,1010.1,79,241.1,2.6,6,186.1,42.92
162,통영,2023-06,29.9,16.2,1004.3,82,237.5,2.4,6.2,197.7,45.54
162,통영,2023-07,32.2,20.1,1005.5,90,586.4,2.4,6.9,106.4,24.08
162,통영,2023-08,34.9,23.1,1001.9,81,391.6,2.5,5.2,209.6,50.24
162,통영,2023-09,31.7,17.7,1008.9,80,283.7,2.2,5.9,161.5,43.34
162,통영,2023-10,26.8,8,1014.6,66,4.1,2.1,3.9,230.2,65.53
162,통영,2023-11,25.4,-.6,1017.2,62,47.8,2.7,3.3,206,66.15
162,통영,2023-12,20,-6.8,1020.1,64,67.2,2.7,4.2,189.1,61.82
162,통영,2024-01,14.5,-6.9,1019.9,62,35.2,2.4,3.5,201,64.09
162,통영,2024-02,18.6,-.8,1019.7,73,116.6,2.8,5.8,122.9,38.76
162,통영,2024-03,19.9,-5.2,1014.2,63,113.2,2.9,4.4,205.2,55.21
162,통영,2024-04,24.8,7.4,1010.3,77,195.7,1.9,5.7,165.9,42.26
162,통영,2024-05,28.2,9.3,1009.8,70,147.9,2.5,4,254.3,60.56
162,통영,2024-06,30.5,14.9,1004.8,79,208.2,2.1,6.2,190.6,43.9
162,통영,2024-07,32.2,20.1,1004.8,89,458,3,6.2,128.1,29.03
162,통영,2024-08,35,23.8,1003.4,77,44.3,2.3,3.9,283.4,68.09
162,통영,2024-09,35.1,17.5,1008.8,76,283.7,,4.8,195.4,52.54
162,통영,2024-10,27.6,8.8,1014.9,73,216.1,,6,150.7,43.02
162,통영,2024-11,24,3.1,1017,67,117.6,2.8,4.2,173.9,55.97
162,통영,2024-12,18.2,-2.2,1018.2,52,0,2.6,2.5,235.7,77.08
162,통영,2025-01,14.5,-9.3,1019.2,56,7.4,2.6,2.5,235.7,75.04
162,통영,2025-02,16.7,-7.8,1019,49,28.7,3.1,2.7,215.1,70.16
162,통영,2025-03,21.1,-.6,1014.2,63,58.6,2.7,4.6,200.6,53.98
165,목포,2023-04,23.3,4.6,1010.1,70,88.8,3.5,5.1,192.8,49.22
165,목포,2023-05,27.9,9.4,1008,76,158.1,3.2,6.3,183.7,42.38
165,목포,2023-06,31.6,16.6,1002.6,81,168.8,3.2,6.6,181.2,41.76
165,목포,2023-07,32.8,21.1,1002.9,88,629.2,3.3,8,110.8,25.08
165,목포,2023-08,34.4,20.3,1000.4,81,152.9,3,5.2,236.1,56.61
165,목포,2023-09,31.2,15.6,1007.4,81,146.7,2.8,5.9,183.1,49.18
165,목포,2023-10,24.1,10.5,1013.9,71,7.1,3.3,4.5,224.2,63.86
165,목포,2023-11,25.3,-.5,1016.7,71,75.7,4.6,5.6,143.2,46
165,목포,2023-12,19.2,-8.4,1019.2,78,66,3.6,6.7,98.3,32.12
165,목포,2024-01,14,-4.9,1019.7,75,55.9,4.1,5.9,148.8,49.03
165,목포,2024-02,18.1,-1.3,1018.2,81,108.5,3.6,6.9,103.8,32.72
165,목포,2024-03,20.3,-4.5,1013.5,73,73.3,3.9,5.1,187,50.28
165,목포,2024-04,25.2,6.2,1008.5,79,81.7,2.8,6,183.3,46.7
165,목포,2024-05,26.5,11,1008.7,75,101.6,3.6,4.3,265.5,61.18
165,목포,2024-06,32.6,15.1,1003.4,79,143.3,3,6.4,177.7,40.94
165,목포,2024-07,33,21.8,1002.5,88,197.8,3.8,7.1,127.3,28.85
165,목포,2024-08,33.9,23,1002.2,83,186.7,2.6,3.9,265.4,63.77
165,목포,2024-09,34.9,18.4,1007.3,79,124.1,2.6,4.6,211.4,56.9
165,목포,2024-10,26.1,10.5,1014.1,78,142.1,3.1,6,148.6,42.38
165,목포,2024-11,23.3,2.1,1016.7,69,61.3,4.1,4.9,158,50.85
165,목포,2024-12,17.1,-2.7,1018.7,69,8.9,4.2,5.8,150.8,49.31
165,목포,2025-01,10.6,-8.2,1019.1,73,19.8,3.5,4.8,173.5,55.27
165,목포,2025-02,15.2,-5.8,1019.7,73,42.3,4.7,5.6,152.2,49.66
165,목포,2025-03,24.9,-.1,1013.7,70,33.2,4,5.2,193.3,52
168,여수,2023-04,23.2,4.2,1007.4,63,84.1,4.3,5,192.8,49.22
168,여수,2023-05,25.5,10.7,1005.9,76,339.2,3.3,6.2,185.4,42.78
168,여수,2023-06,29,16.5,1000.3,78,298.2,3.3,6.4,194.5,44.83
168,여수,2023-07,32.4,20.8,1001.4,90,482.4,2.8,8.2,105.4,23.88
168,여수,2023-08,33.9,22.8,998,80,247,3.4,5.4,232.1,55.66
168,여수,2023-09,30.6,18,1004.9,77,203.2,3.4,6.1,170,45.64
168,여수,2023-10,25.3,9.3,1010.7,61,3.1,3.3,3.7,241.6,68.75
168,여수,2023-11,24,-1,1013.3,62,45.5,4.1,3.4,204.6,65.66
168,여수,2023-12,18.2,-7.5,1016,65,71.1,3.9,4.7,182.6,59.61
168,여수,2024-01,13.2,-6.3,1015.9,59,42.6,4.9,3.9,191.2,60.91
168,여수,2024-02,18.1,-.3,1015.3,72,147.4,4.6,6.3,124.8,39.36
168,여수,2024-03,19.7,-4.4,1010.2,60,93.2,4.7,4.6,206.9,55.65
168,여수,2024-04,23.7,9.8,1006.1,74,210.5,2.8,6,169,43.06
168,여수,2024-05,28.8,10.8,1005.9,67,155.9,3.6,4.2,269.5,62.11
168,여수,2024-06,31.1,16.7,1000.9,75,180.1,3.2,6.3,203.3,46.84
168,여수,2024-07,33.3,21.8,1000.9,91,375.5,3.7,7.4,150.8,34.2
168,여수,2024-08,34.2,24.2,999.8,77,35.3,3.2,3.5,296.9,71.35
168,여수,2024-09,33.8,19.1,1005.1,75,184.3,3.7,4.4,208.2,57.96
168,여수,2024-10,27.9,10.7,1011.2,70,176.3,4.4,5.8,176.3,50.31
168,여수,2024-11,22.4,3.4,1013.4,62,109.2,4.5,4.5,168,54.04
168,여수,2024-12,16.6,-2.5,1014.8,53,.1,4.4,3,220.5,72.04
168,여수,2025-01,12,-8.4,1015.6,56,6.1,4,2.5,223.9,71.22
168,여수,2025-02,14.9,-7.2,1015.5,52,39.2,5.5,3.3,210.7,68.72
168,여수,2025-03,22.2,.4,1010.5,59,47.4,4.7,4.9,198.5,53.43
169,흑산도,2023-04,20.6,5.8,1006,78,82.8,5,5.3,202.1,51.61
169,흑산도,2023-05,22.8,9.5,1003.8,88,102.1,5.2,6.9,182.2,42.06
169,흑산도,2023-06,28.8,14.9,998.7,89,85,4.1,7,177.1,40.84
169,흑산도,2023-07,29.7,18.5,998.6,96,590.5,5.3,8.4,111.4,25.24
169,흑산도,2023-08,31.3,18.8,996.8,88,118.8,3.4,4.9,208.6,50.04
169,흑산도,2023-09,29.5,15.3,1003.8,88,163.8,3.3,6.3,128.5,34.49
169,흑산도,2023-10,23.7,12.4,1010.2,77,12.7,4.6,4.6,215.7,61.4
169,흑산도,2023-11,24,2.3,1012.6,75,90.3,6.2,6.5,115.3,38.25
169,흑산도,2023-12,19,-3.6,1014.9,78,71.8,6,7.7,77,25.12
169,흑산도,2024-01,14.7,-3.8,1015.6,75,66.2,6.3,7,117.8,37.5
169,흑산도,2024-02,16.9,1.4,1014,82,102.3,6.3,7.4,101,31.83
169,흑산도,2024-03,20.7,-1.1,1009.6,76,77.1,6.1,5.4,189.3,50.91
169,흑산도,2024-04,23.2,7.1,1004.6,82,82.9,4.6,5.9,203.7,51.9
169,흑산도,2024-05,24.7,11.3,1004.9,81,62.6,5.1,4.6,273.4,63.02
169,흑산도,2024-06,29.4,15.3,999.6,85,119.6,3.8,6.7,205,47.26
169,흑산도,2024-07,33.3,20.5,997.9,94,258.3,6.9,8.2,107.1,24.29
169,흑산도,2024-08,35.2,23.3,998.4,83,17.5,3.9,4.1,306.7,73.73
169,흑산도,2024-09,35.1,20.6,1003.5,83,128.4,4.4,4.7,234.5,63.07
169,흑산도,2024-10,24.9,14.4,1010.4,76,106,5.7,6.2,141.7,40.44
169,흑산도,2024-11,23.4,4.3,1013.1,71,62.1,7.3,5.8,148.3,47.67
169,흑산도,2024-12,17.6,-.2,1015,63,19.9,7.5,6.8,116.6,38.07
169,흑산도,2025-01,12,-3.6,1015.3,64,31.1,6.4,5.7,147.7,46.98
169,흑산도,2025-02,13.9,-4.2,1015.9,68,37.4,8.2,6.5,135.8,44.29
169,흑산도,2025-03,25.1,-.2,1009.8,70,43.8,6.5,5.3,196.8,52.97
170,완도,2023-04,26.2,4,1011.4,70,163.5,2.8,5.1,189.5,48.4
170,완도,2023-05,28.5,8.8,1009.4,79,319.9,2.5,6.1,183.9,42.51
170,완도,2023-06,29.4,16.4,1003.9,80,158.6,2.4,6.3,193.4,44.65
170,완도,2023-07,32.8,20.8,1004.5,91,433,2.3,7.7,107.9,24.49
170,완도,2023-08,34.9,20.6,1001.5,82,191.8,1.7,5,257.3,61.79
170,완도,2023-09,31.9,16.8,1008.5,81,110.2,1.6,6,182.5,48.99
170,완도,2023-10,25.4,9.7,1014.9,69,8.1,1.6,4,234.2,66.63
170,완도,2023-11,26.3,-.5,1017.8,70,110.1,2.3,5.3,166.8,53.41
170,완도,2023-12,20.3,-6.3,1020.2,75,78.7,2.1,6.1,115.6,37.58
170,완도,2024-01,15.8,-3.3,1020.6,71,64.3,2,4.9,150,47.66
170,완도,2024-02,20.4,-1,1019.4,78,147.4,2.4,6.4,109.3,34.38
170,완도,2024-03,21.7,-3.1,1014.5,69,103.1,2.7,4.8,184.4,49.6
170,완도,2024-04,27.4,6.9,1009.6,75,216.6,2.6,6,173.5,44.25
170,완도,2024-05,30.3,10.1,1009.8,69,192.6,3,4.2,265,61.19
170,완도,2024-06,34.2,14.2,1004.6,76,224.3,2.4,6.6,186.4,43.04
170,완도,2024-07,34.3,20.9,1003.9,86,343.5,3.2,6.2,153.4,34.86
170,완도,2024-08,37,22.7,1003.3,78,21.8,2.1,3.7,287.7,69.19
170,완도,2024-09,35.7,18.6,1008.4,80,362.6,2.4,4.8,191.9,51.61
170,완도,2024-10,27.9,10.6,1015,77,123.1,2.2,6.4,131.9,37.6
170,완도,2024-11,25,2.3,1017.6,70,161.5,2.6,4.9,144.4,46.33
170,완도,2024-12,18.2,-2.7,1019.5,65,2.9,2.6,4.5,162.8,52.93
170,완도,2025-01,14.6,-6.7,1020.1,67,13.6,2.4,4.2,183.1,58.09
170,완도,2025-02,16.8,-5.4,1020.6,66,58.3,2.9,5,161.5,52.62
170,완도,2025-03,23.1,-.3,1014.8,66,62,3.1,5,174.5,46.95
172,고창,2023-04,25.3,.1,1009.1,61,52.4,3.1,5,191,48.66
172,고창,2023-05,30.7,5.7,1006.9,66,174.2,2.9,6,191.4,44.02
172,고창,2023-06,32.6,14.5,1001.9,68,33.6,2.6,6.1,202.7,51.78
172,고창,2023-07,34.2,21.3,,,377,,7.5,72.3,34.09
172,고창,2023-08,35.3,18.4,999.3,83,164.3,2.4,5.6,232,55.5
172,고창,2023-09,32,14,1006.5,84,174.3,1.9,6.2,158.8,42.63
172,고창,2023-10,25,4.4,1012.9,77,14.1,2,4.6,213.2,60.79
172,고창,2023-11,26.5,-3.7,1015.7,71,70.2,3.5,5.5,138,44.47
172,고창,2023-12,19.7,-11.9,1018.1,79,109.9,2.8,6.3,92.6,30.37
172,고창,2024-01,13.9,-8.4,1018.8,75,48.4,2.8,5.5,138.1,44.21
172,고창,2024-02,17.8,-6,1017.2,79,97.1,2.8,6.4,107.7,34.02
172,고창,2024-03,21.4,-8,1012.5,70,61.3,3.1,4.6,190.9,51.34
172,고창,2024-04,27.6,2.3,1007.3,75,64.5,2.3,5.7,189.9,48.31
172,고창,2024-05,27.4,6.4,,,88.1,,4.1,126.8,53.64
172,고창,2024-06,36,12.7,1002.1,76,100.4,2.4,5.7,206,48.98
172,고창,2024-07,34.4,21.1,1001.1,84,291.4,3.3,6.6,137.8,33.29
172,고창,2024-08,35.2,19.7,1001,82,49.6,2.3,4,253.2,64.82
172,고창,2024-09,36.1,15.7,1006.2,81,165.7,1.9,5,206.7,55.62
172,고창,2024-10,26,6,1013.1,83,89.2,2.1,5.5,157.2,44.93
172,고창,2024-11,23.9,-2.5,1015.5,73,55,2.9,5,161,52
172,고창,2024-12,16.7,-6.5,1017.5,73,18.5,2.8,5.9,127.1,41.71
172,고창,2025-01,11.6,-12.2,1017.9,75,34.2,2.5,5,160.4,51.25
172,고창,2025-02,15.9,-10.8,1018.5,71,44.3,3.2,5.7,152,49.71
172,고창,2025-03,27.3,-4.4,1012.3,67,31.8,3.3,4.8,208,55.99
174,순천,2023-04,28.5,-.7,995.5,70,101.7,2,4.8,186.2,47.48
174,순천,2023-05,31.8,3.6,993.9,79,271.3,1.6,6,179.5,41.36
174,순천,2023-06,32.7,11.4,988.4,80,302.2,1.6,6.4,181.3,41.75
174,순천,2023-07,33.7,17.4,989.7,92,598.7,1.2,7.4,89.7,20.29
174,순천,2023-08,35.6,18.5,986.5,86,325.8,1.4,5.6,192.4,46.12
174,순천,2023-09,31.7,11.6,993.3,88,217.5,1.1,6.2,144.5,38.79
174,순천,2023-10,24.2,2.8,998.9,78,8.6,1.4,4.6,217.6,61.99
174,순천,2023-11,28.3,-4.8,1001.1,74,104.8,2.3,4.3,174.5,56.13
